0,"NAF1",old,"NAF2",new,Précisions sur la nature du lien,Commentaires  ,"Date 
modification","NAF 2
N liens","NAF 1
N liens",NAF 2 rang lien,NAF 1 rang lien
452,33.2Bp,Fabrication d'instrumentation scientifique et technique,28.29Ap,"Fabrication d'équipements d'emballage, de conditionnement et de pesage ","CA : - fabrication de niveaux, électroniques ou non  (CPA 02 : 33.20.12p)                 
- fabrication d'instruments de mesure des longueurs courants  (CPA 02 : 33.20.33p)
",,,1,1,3,3
479,33.2Bp,Fabrication d'instrumentation scientifique et technique,28.99Bp,Fabrication d'autres machines spécialisées,CA : fabrication d'équipement pour mesure du parallélisme et de l'équilibrage des roues (CPA 02 : 33.20.65p) ,,,1,1,4,4
541,33.2Bp,Fabrication d'instruments scientifiques et techniques,32.50Ap,Fabrication de matériels médico-chirurgical et dentaire,"CA : fabrication de thermomètres, balances, incubateurs et divers appareils de mesure à destination médico-chirurgicale (CPA 02 : 33.20.XXp)",,,1,1,10,5
615,33.2Bp,Fabrication d'instrumentation scientifique et technique,33.13Zp,Réparation de matériels électroniques et optiques,"CA : réparation d'instrumentation scientifique et technique, hors équipements d'aide à la navigation  (CPA 02 : 32.20.92p)",,,1,1,10,6
704,33.2Bp,Fabrication d'instrumentation scientifique et technique,33.20Dp,"Installation d'équipements électriques, de matériels électroniques et optiques ou d'autres matériels",CA : installation (CPA 02 : 32.20.91p),,,1,1,21,7
683,33.3Z,Fabrication d'équipements de contrôle des processus industriels ,33.20C,Conception d'ensemble et assemblage sur site industriel d'équipements de contrôle des processus industriels ,,,,0,0,1,1
542,33.4A,Fabrication de lunettes,32.50B,Fabrication de lunettes,,,,0,0,1,1
401,33.4Bp,Fabrication d'instruments d'optique et de matériel photographique,26.70Zp,Fabrication de matériels optique et photographique,"CC : tout sauf NC                                                                                                  
NC : - installation (CPA 02 : 33.40.91), réparation (CPA 02 : 33.40 92)
-  fabrication d'équipements de photolithographie pour la fabrication de semi conducteurs (CPA 02 : 33.40.23 p) 
- fabrication de fibres optiques, de faisceaux et de câbles de fibres optiques (CPA 02 : 33.40.21p)                                                        ",,,1,1,3,1
409,33.4Bp,Fabrication d'instruments d'optique et de matériel photographique,27.31Zp,Fabrication de câbles de fibres optiques,"CA : fabrication de fibres optiques, de faisceaux et de câbles de fibres optiques (CPA 02 : 33.40.21p)",,,1,1,2,2
480,33.4Bp,Fabrication d'instruments d'optique et de matériel photographique,28.99Bp,Fabrication d'autres machines spécialisées,CA : fabrication d'équipements de photolithographie pour la fabrication de semi conducteurs (CPA 02 : 33.40.23p),,,1,1,5,3
616,33.4Bp,Fabrication d'instruments d'optique et de matériel photographique,33.13Zp,Réparation de matériels électroniques et optiques,CA : réparation (CPA 02 : 33.40.92),,,1,1,11,4
705,33.4Bp,Fabrication d'instruments d'optique et de matériel photographique,33.20Dp,"Installation d'équipements électriques, de matériels électroniques et optiques ou d'autres matériels",CA : installation,,,1,1,22,5
396,33.5Zp,Horlogerie,26.52Z,Horlogerie,"CC : tout sauf NC
NC : - fabrication de bracelets montre métalliques ou  en métaux précieux (CPA 02 : 33.50.27)
- installation (CPA 02 : 33.50.91), réparation (CPA 02 : 33.50.92)                              ",,,0,1,1,1
523,33.5Zp,Horlogerie,32.12Zp,Fabrication d’articles de joaillerie et bijouterie,CA :  fabrication de bracelets de montres en métal précieux (CPA 02 : 33.50.27p),,,1,1,1,2
525,33.5Zp,Horlogerie,32.13Zp,Fabrication d’articles de bijouterie fantaisie et articles similaires,CA :  fabrication de bracelets de montres en métal non précieux (CPA 02 : 33.50.27p),,,1,1,1,3
617,33.5Zp,Horlogerie,33.13Zp,Réparation de matériels électroniques et optiques,CA : réparation de compteurs de temps et d'horloges de type professionnel (CPA 02 : 33.50.92),,,1,1,12,4
706,33.5Zp,Horlogerie,33.20Dp,"Installation d'équipements électriques, de matériels électroniques et optiques ou d'autres matériels",CA : installation de compteurs de temps et d'horloges de type professionnel (CPA 02 : 33.50.91),,,1,1,23,5
467,34.1Zp,Construction de véhicules automobiles,28.92Zp,Fabrication de machines pour l'extraction ou la construction,CA : fabrication de tombereaux auto-moteurs (CPA 02 : 34.10.51),,,1,1,3,1
484,34.1Zp,Construction de véhicules automobiles,29.10Z,Construction de véhicules automobiles,"CC : tout sauf NC
NC : - construction de moteurs pour motocycles (CPA 02 : 34.10.11p-12p)
- construction de tombereaux automoteurs (CPA 02 : 34.10.51)
- assemblage d'ensembles complets et de sous-ensembles  dans le cadre du processus de fabrication  (CPA 02 : 34.10.91 et .92)",,,0,1,1,2
488,34.1Zp,Construction de véhicules automobiles,29.32Zp,Fabrication d'autres équipements automobiles,"CA :assemblage d'ensembles complets et de sous-ensembles dans le cadre du processus de fabrication  (CPA 02 : 34.10.91 et .92)
",,,1,1,1,3
504,34.1Zp,Construction de véhicules automobiles,30.91Zp,Fabrication de motocycles,CA : fabrication de moteurs pour motocycles (CPA 02 : 34.10.11p-12p),,,1,1,1,4
485,34.2Ap,Fabrication de carrosseries automobiles,29.20Zp,Fabrication de carrosseries et remorques,"CC :  fabrication de carrosseries automobiles sauf NC
NC : réparation de conteneurs (CPA 02 : 34.20.90)",,,1,1,1,1
570,34.2Ap,Fabrication de carrosseries automobiles,33.11Zp,Réparation d'ouvrages en métaux,CA : réparation de conteneurs (CPA 02 : 34.20.90),,,1,1,18,2
486,34.2B,Fabrication de caravanes et véhicules de loisirs,29.20Zp,Fabrication de carrosseries et remorques,,,,1,0,2,1
429,34.3Zp,Fabrication d'équipements automobiles,28.11Zp,"Fabrication de moteurs et turbines, à l'exception des moteurs d’avions et de véhicules",CA : fabrication d'équipements pour moteurs à combustion interne (CPA 02 : 34.30.1)   ,,,1,1,2,1
489,34.3Zp,Fabrication d'équipements automobiles,29.32Zp,Fabrication d'autres équipements automobiles,"CC : tout sauf NC
NC : - fabrication d'équipements pour moteurs à combustion interne (CPA 02 : 34.30.1)
-  fabrication de sièges pour  véhicules automobiles (CPA 02 : 36.11.11p)",,,1,1,2,2
491,35.1A,Construction de bâtiments de guerre,30.11Zp,Construction de navires et de structures flottantes,"CC : construction de bâtiments de guerre
NC : fabrication de sièges pour  bâtiments de guerre (CPA 02 : 36.11.11p)",,,1,0,1,1
492,35.1B,Construction de navires civils,30.11Zp,Construction de navires et de structures flottantes,"CC : construction de navires civils
NC : fabrication de sièges pour navires civils (CPA 02 : 36.11.11p)",,,1,0,2,1
493,35.1Cp,Réparation navale,30.11Zp,Construction de navires et de structures flottantes,CC : transformation et équipement de navires (CPA 02 : 35.11.92-93) ,,,1,1,3,1
624,35.1Cp,Réparation navale,33.15Zp,Réparation et maintenance navale,CA : réparation (CPA 02 : 35.11.91),,,1,1,1,2
495,35.1Ep,Construction de bateaux de plaisance,30.12Z,Construction de bateaux de plaisance,"CC : tout sauf NC
NC : réparation et entretien de bateaux de plaisance (CPA 02 : 35.12.90)
",,,0,1,1,1
625,35.1Ep,Construction de bateaux de plaisance,33.15Zp,Réparation et maintenance navale,CA : réparation (CPA 02 : 35.12.90),,,1,1,2,2
496,35.2Zp,Construction de matériel ferroviaire roulant,30.20Zp,Construction de locomotives et d'autre matériel ferroviaire roulant ,"CC : tout sauf NC
NC : - réparation et entretien de matériel ferroviaire roulant (CPA 02 : 35.20.91) 
- fabrication de sièges pour  matériel ferroviaire roulant (CPA 02 : 36.11.11p)",,,1,1,1,1
628,35.2Zp,Construction de matériel ferroviaire roulant,33.17Zp,Réparation et maintenance d'autres équipements de transport,CA : réparation (CPA 02 : 35.20.91),,,1,1,1,2
481,35.3Ap,Construction de moteurs pour aéronefs,28.99Bp,Fabrication d'autres machines spécialisées,CA : fabrication de dispositifs de lancement et d'appontage (CPA 02 : 35.30.14p),,,1,1,6,1
499,35.3Ap,Construction de moteurs pour aéronefs,30.30Zp,Construction aéronautique et spatiale ,"CC : construction de moteurs pour aéronefs sauf NC
NC : - fabrication de missiles balistiques intercontinentaux (CPA 02 : 29.60.14p)
- fabrication de dispositifs de lancement et d'appontage (hors simulateurs de vols) (CPA 02 : 35.30.14p)
- réparation et entretien de moteurs pour aéronefs (CPA 02 : 35.30.91p)",,,1,1,2,2
626,35.3Ap,Construction de moteurs pour aéronefs,33.16Zp,Réparation et maintenance d'aéronefs et d'engins spatiaux ,CA : réparation (CPA 02 :(35.30.91p),,,1,1,1,3
500,35.3Bp,Construction de cellules d'aéronefs,30.30Zp,Construction aéronautique et spatiale ,"CC : construction de cellules d'aéronefs sauf NC
NC : - réparation et entretien de cellules d'aéronefs (CPA 02 : 35.30.91p)
- fabrication de sièges pour  cellules d'aéronefs (CPA 02 : 36.11.11p)",,,1,1,3,1
627,35.3Bp,Construction de cellules d'aéronefs,33.16Zp,Réparation et maintenance d'aéronefs et d'engins spatiaux ,CA : réparation (CPA 02 : 35.30.91p),,,1,1,2,2
501,35.3C,Construction de lanceurs et engins spatiaux,30.30Zp,Construction aéronautique et spatiale ,,,,1,0,4,1
505,35.4A,Fabrication de motocycles,30.91Zp,Fabrication de motocycles,"CC : tout sauf NC
NC : construction de moteurs pour motocycles (CPA 02 : 34.10.11p-12p)",,,1,0,2,1
506,35.4C,Fabrication de bicyclettes,30.92Zp,Fabrication de bicyclettes et de véhicules pour invalides,,,,1,0,1,1
507,35.4Ep,Fabrication de véhicules pour invalides,30.92Zp,Fabrication de bicyclettes et de véhicules pour invalides,"CC : fabrication de véhicules pour invalides sauf NC
NC : - réparation et entretien de  véhicules pour invalides (CPA 02 : 35.43.90) 
- fabrication de landaus et poussettes (CPA 02 : 36.63.72)",,,1,1,2,1
629,35.4Ep,Fabrication de véhicules pour invalides,33.17Zp,Réparation et maintenance d'autres équipements de transport,CA : réparation (CPA 02 : 35.43.90),,,1,1,2,2
443,35.5Zp,Fabrication de matériels de transport n.c.a.,28.22Zp,Fabrication de matériel de levage et de manutention,CA : fabrication de chariots de manutention (CPA 02 : 35.50.10p),,,1,1,3,1
509,35.5Zp,Fabrication de matériels de transport n.c.a.,30.99Z,Fabrication d’autres équipements de transport n.c.a.,"CC : tout sauf NC
NC : - fabrication de chariots de manutention (CPA 02 : 35.50.10p) 
- réparation et entretien de matériels de transport n.c.a. (CPA 02 : 35.50.90) ",,,0,1,1,2
571,35.5Zp,Fabrication de matériels de transport n.c.a.,33.11Zp,Réparation d'ouvrages en métaux,CA : réparation de caddies (CPA 02 : 35.50.90p),,,1,1,19,3
630,35.5Zp,Fabrication de matériels de transport n.c.a.,33.17Zp,Réparation et maintenance d'autres équipements de transport,CA : réparation d'autres matériels de transport n.c.a. (CPA 02 : 35.50.90p),,,1,1,3,4
490,36.1Ap,Fabrication de sièges,29.32Zp,Fabrication d'autres équipements automobiles,CA : fabrication de sièges pour  véhicules automobiles (CPA 02 : 36.11.11p),,,1,1,3,1
494,36.1Ap,Fabrication de sièges,30.11Zp,Construction de navires et de structures flottantes,CA : fabrication de sièges pour  navires et structures flottantes (CPA 02 : 36.11.11p),,,1,1,4,2
497,36.1Ap,Fabrication de sièges,30.20Zp,Construction de locomotives et d'autre matériel ferroviaire roulant ,CA : fabrication de sièges pour  matériel ferroviaire roulant (CPA 02 : 36.11.11p),,,1,1,2,3
502,36.1Ap,Fabrication de sièges,30.30Zp,Construction aéronautique et spatiale ,CA : fabrication de sièges pour cellules d'aéronefs (CPA 02 : 36.11.11p),,,1,1,5,4
511,36.1Ap,Fabrication de sièges,31.01Zp,Fabrication de meubles de bureau et de magasin,"CA :  fabrication de sièges de bureau et magasin (CPA 02 : 36.11.11p, 36.11.14p, 36.11.20p)
NC : - réparation et entretien de sièges ( CPA 02 : 36.11.90)
-  fabrication de sièges pour  véhicules automobiles et autres  matériels de transport (CPA 02 : 36.11.11p)",,,1,1,2,5
513,36.1Ap,Fabrication de sièges,31.02Zp,Fabrication de meubles de cuisine ,"CA : fabrication de sièges de cuisine (CPA 02 : 36.11.12p, 36.11.14p, 36.11.20p)
NC : réparation et entretien de sièges ( CPA 02 : 36.11.90)",,,1,1,1,6
516,36.1Ap,Fabrication de sièges,31.09A,Fabrication de sièges d'ameublement d'intérieur,"CC :  fabrication de sièges d'ameublement d'intérieur (CPA 02 : 36.11.12p, 36.11.14p, 36.11.20p)
NC : réparation et entretien de sièges ( CPA 02 : 36.11.90)",,,0,1,1,7
517,36.1Ap,Fabrication de sièges,31.09Bp,Fabrication d’autres meubles et industries connexes de l’ameublement,"CA :  fabrication d'autres sièges (CPA 02 : 36.11.13, 36.11.14p, 36.11.20p)
NC : réparation et entretien de sièges ( CPA 02 : 36.11.90)",,,1,1,1,8
1307,36.1Ap,Fabrication de sièges,95.24Zp,Réparation de meubles et d'équipements du foyer,"CA : réparation (CPA 02 : 36.11.90) 
",,,1,1,1,9
446,36.1Cp,Fabrication de meubles de bureau et de magasin,28.23Zp,Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et équipements périphériques),CA : fabrication de tableaux  (CPA 02 : 36.12.1p ),,,1,1,3,1
512,36.1Cp,Fabrication de meubles de bureau et de magasin,31.01Zp,Fabrication de meubles de bureau et de magasin,"CC :  fabrication de meubles de bureau et magasin
NC :  - fabrication de fauteuils pour salons de coiffure (CPA 02 : 33.10.20p)
- fabrication de sièges de bureau et magasin (CPA 02 : 36.11.11p, 36.11.14p, 36.11.20p)
- fabrication de tableaux  (CPA 02 : 36.12.1p)
- réparation, entretien de meubles ",,,1,1,3,2
514,36.1E,Fabrication de meubles de cuisine ,31.02Zp,Fabrication de meubles de cuisine ,"CC : fabrication de meubles de cuisine
NC : - fabrication de sièges de cuisine (CPA 02 : 36.11.12p, 36.11.14p, 36.11.20p)
- réparation, entretien de meubles ",,,1,0,2,1
518,36.1G,Fabrication de meubles meublant,31.09Bp,Fabrication d'autres meubles et industries connexes de l'ameublement,"CC :  fabrication de meubles meublant
NC :  réparation, entretien de meubles ",,,1,0,2,1
519,36.1H,Fabrication de meubles de jardin et d'extérieur,31.09Bp,Fabrication d'autres meubles et industries connexes de l'ameublement,"CC :  fabrication de meubles de jardin et d'extérieur
NC :  réparation, entretien de meubles ",,,1,0,3,1
520,36.1J,Fabrication de meubles n.c.a.,31.09Bp,Fabrication d'autres meubles et industries connexes de l'ameublement,"CC :  fabrication de meubles n.c.a.
NC :  réparation, entretien de meubles ",,,1,0,4,1
521,36.1Kp,Industries connexes de l'ameublement,31.09Bp,Fabrication d'autres meubles et industries connexes de l'ameublement,"CA :  industries connexes de l'ameublement
NC :  réparation, entretien de meubles (CPA 02 : 36.14.90)",,,1,1,5,1
1308,36.1Kp,Industries connexes de l'ameublement,95.24Zp,Réparation de meubles et d'équipements du foyer,CA : réparation (CPA 02 : 36.14.90),,,1,1,2,2
515,36.1M,Fabrication de matelas,31.03Z,Fabrication de matelas,,,,0,0,1,1
522,36.2A,Fabrication de monnaies,32.11Z,Frappe de monnaie,,,,0,0,1,1
524,36.2C,"Bijouterie, joaillerie, orfèvrerie",32.12Zp,Fabrication d’articles de joaillerie et bijouterie,"CC :  bijouterie, joaillerie, orfèvrerie
NC :  fabrication de bracelets de montres en métal précieux (CPA 02 : 33.50.27)",,,1,0,2,1
527,36.3Zp,Fabrication d'instruments de musique,32.20Z,Fabrication d'instruments de musique,"CC :  fabrication d'instruments de musique
NC : - installation d'instruments de musique (CPA 02 : 36.30.91)
- réparation d'instruments de musique (CPA 02 : 36.30.92p)
- réparation et restauration d'orgues et d'instruments de musique anciens (CPA 02 : 36.30.92p)
",,,0,1,1,1
641,36.3Zp,Fabrication d'instruments de musique,33.19Zp,Réparation d'autres équipements,"CA : réparation, restauration d'orgues (CPA 02 : 36.30.92p)",,,1,1,11,2
707,36.3Zp,Fabrication d'instruments de musique,33.20Dp,"Installation d'équipements électriques, de matériels électroniques et optiques ou d'autres matériels",CA : installation (CPA 02 : 36.30.91),,,1,1,24,3
1310,36.3Zp,Fabrication d'instruments de musique,95.29Zp,Réparation d'autres biens personnels et domestiques,CA : réparation d'autres instruments de musique (CPA 02 : 36.30.92p),,,1,1,1,4
530,36.4Zp,Fabrication d'articles de sport,32.30Zp,Fabrication d'articles de sport,"CC :  fabrication d'articles de sport
NC : - fabrication de coques de piscine en matière plastique (CPA 02 : 25.23.13p)
 - installation de matériel de sports (CPA 02 : 36.40.90p)
 - réparation et entretien de matériel de sports (CPA 02 : 36.40.90p)
- fabrication de protections contre le bruit pour les oreilles( CPA 02 : 36.40.1p)",NC modifié,3/7/08,1,1,3,1
551,36.4Zp,fabrication d'articles de sport,32.99Zp,Autres activités manufacturières n.c.a. ,CA : fabrication de protections contre le bruit pour les oreilles (CPA 02 : 36.40.1p),,,1,1,8,2
708,36.4Zp,Fabrication d'articles de sport,33.20Dp,"Installation d'équipements électriques, de matériels électroniques et optiques ou d'autres matériels",CA : installation (CPA 02 : 36.40.90p),,,1,1,25,3
1311,36.4Zp,Fabrication d'articles de sport,95.29Zp,Réparation d'autres biens personnels et domestiques,CA : réparation (CPA 02 : 36.40.90p),,,1,1,2,4
392,36.5Zp,Fabrication de jeux et jouets,26.40Zp,Fabrication de produits électroniques grand public,CA :  fabrication de consoles de jeux  (CPA 02 : 36.50.42p),,,1,1,2,1
482,36.5Zp,Fabrication de jeux et jouets,28.99Bp,Fabrication d'autres machines spécialisées,CA : fabrication d'équipements automatiques pour  bowlings (CPA 02 : 36.50.43p),,,1,1,7,2
531,36.5Zp,Fabrication de jeux et jouets,32.40Z,Fabrication de jeux et jouets,"CC : fabrication de jeux et jouets
NC : - fabrication de consoles de jeux  (CPA 02 : 36.50.42p)
- fabrication d'équipements automatiques pour bowling  (CPA 02 : 36.50.43p)
- réparation d'équipements automatiques pour bowling (CPA 02 : 36.50.90p)
- installation d'équipements automatiques pour bowling (CPA 02 : 36.50.90p)
- réparation de pistes de bowling (CPA 02 : 36.50.90p)
- installation de pistes de bowling (CPA 02 : 36.50.90p)",,,0,1,1,3
642,36.5Zp,Fabrication de jeux et jouets,33.19Zp,Réparation d'autres équipements,"CA : réparation de billards électriques, bowlings et autres appareils de jeu électriques  (CPA 02 : 36.50.90p)",,,1,1,12,4
709,36.5Zp,Fabrication de jeux et jouets,33.20Dp,"Installation d'équipements électriques, de matériels électroniques et optiques ou d'autres matériels","CA : installation de bowlings (équipements automatiques, pistes) automatiques et autres appareils de jeu électriques (flippers, bandits-manchots, etc.) (CPA 02 : 36.50.90p)",,,1,1,26,5
526,36.6A,Bijouterie fantaisie,32.13Zp,Fabrication d’articles de bijouterie fantaisie et articles similaires,"CC :  bijouterie fantaisie
NC :  fabrication de bracelets de montres en métal non précieux (CPA 02 : 33.50.27p)",,,1,0,2,1
543,36.6C,Industrie de la brosserie,32.91Z,Fabrication d’articles de brosserie,"CC : industrie de la brosserie
NC : fabrication de brosses, peignes, épingles, bigoudis en caoutchouc (CPA 02 : 36.63.73p)",,,0,0,1,1
195,36.6Ep,Autres activités manufacturières n.c.a.,13.99Zp,Fabrication d'autres textiles n.c.a.,"CA : fabrication de houppes, houppettes et gants à poudrer (CPA 02 : 36.63.73p)                                                                                ",,,1,1,2,1
210,36.6Ep,Autres activités manufacturières n.c.a.,15.12Zp,"Fabrication d'articles de voyage, de maroquinerie et de sellerie",CA : fabrication de fouets et cravaches (CPA 02 : 02 : 36.63.31p),,,1,1,2,2
222,36.6Ep,Autres activités manufacturières n.c.a.,16.29Zp,"Fabrication d'objets divers en bois; fabrication d'objets en liège, vannerie et sparterie","CA : - fabrication de poignées de parapluie, de canes et d'articles similaires (CPA 02 : 36.63.32p)
- fabrication d'ébauchons de pipes (CPA 02 :  36.63.61p)",,,1,1,4,3
234,36.6Ep,Autres activités manufacturières n.c.a.,17.29Zp,Fabrication d'autres articles en papier ou en carton,"CA :  fabrication de papier fantaisie (CPA 02 : 36.63.71p)
",,,1,1,2,4
266,36.6Ep,Autres activités manufacturières n.c.a.,20.51Zp,Fabrication de produits explosifs,CA :  fabrication d'allumettes (CPA 02 : 36.63.63),,,1,1,2,5
281,36.6Ep,Autres activités manufacturières n.c.a.,22.19Zp,Fabrication d'autres articles en caoutchouc,"CA : - fabrication de brosses, peignes, épingles, bigoudis en caoutchouc (CPA 02 : 36.63.73p)
- fabrication de tiges de pipe en caoutchouc (CPA 02 : 36.63.61p)
",,,1,1,3,6
285,36.6Ep,Autres activités manufacturières n.c.a.,22.23Zp,Fabrication d'éléments en matières plastiques pour la construction,"CA :  fabrication de linoléum et de revêtements de sol durs, non-plastique (CPA 02 : 36.63.40)",,,1,1,2,7
290,36.6Ep,Autres activités manufacturières n.c.a.,22.29Bp,Fabrication de produits de consommation courante en matières plastiques,"CA :  fabrication de divers objets en matières plastiques : fume-cigares (CPA 02 : 36.63.61p), peignes, bigoudis (CPA 02 : 36.63.73p), objets fantaisie (CPA 02 : 36.63.77p)",,,1,1,3,8
372,36.6Ep,Autres activités manufacturières n.c.a.,25.99Bp,Fabrication d'autres articles métalliques,CA : fabrication d'objets divers ou des parties métalliques d'objets divers (p.e. parapluies) en métal (CPA 02 : 36.63 divers),,,1,1,4,9
483,36.6Ep,Autres activités manufacturières n.c.a.,28.99Bp,Fabrication d'autres machines spécialisées,CA : fabrication de manèges et attractions foraines (CPA 02 : 36.63.10),,,1,1,8,10
508,36.6Ep,Autres activités manufacturières n.c.a.,30.92Zp,Fabrication de bicyclettes et de véhicules pour invalides,CA : fabrication de landaus et poussettes (CPA 02 : 36.63.72),,,1,1,3,11
552,36.6Ep,Autres activités manufacturières n.c.a.,32.99Zp,Autres activités manufacturières n.c.a. ,"CC : autres activités manufacturières n.c.a. 
NC : - fabrication de houpettes (CPA 02 : 36.63.73p)
- fabrication de fouets et cravaches (CPA 02 : 36.63.31p)
- fabrication d'ébauchons de pipes (CPA 02 : 36.63.61)
- fabrication de poignées de parapluies, canes et autres (CPA 02 : 36.63.32p)
- fabrication de papier fantaisie (CPA 02 : 36.63.XX)
- fabrication d'allumettes (CPA 02 : 36.63.63)
 - fabrication de brosses, peignes, épingles, bigoudis en caoutchouc (CPA 02 : 36.63.73p)
- fabrication de tiges de pipe en caoutchouc (CPA 02 : 36.63.61p)
- fabrication de linoléum et de revêtements de sol durs, non-plastique (CPA 02 : 36.63.40)
- fabrication de divers objets en matières plastiques : fume-cigares (CPA 02 : 36.63.61p), peignes, bigoudis (CPA 02 : 36.63.73p), objets fantaisie (CPA 02 : 36.63.77p)
- fabrication d'objets divers ou des parties métalliques d'objets divers (p.e. parapluies) en métal (CPA 02 : 36.63 divers)
- fabrication de manèges et attractions foraines (CPA 02 : 36.63.10)
- fabrication de landaus et poussettes (CPA 02 : 36.63.72)
",,,1,1,9,12
730,37.1Zp,Récupération de matières métalliques recyclables,38.31Zp,Démantèlement d'épaves,CC : démantèlement d'épaves en vue de la récupération de matières métalliques  ,,,1,1,1,1
732,37.1Zp,Récupération de matières métalliques recyclables,38.32Zp,Récupération de déchets triés,"CC : traitement de matières métallique recyclables
NC : démantèlement d'épaves en vue de la récupération de matières métalliques  ",,,1,1,1,2
731,37.2Zp,Récupération de matières non métalliques recyclables,38.31Zp,Démantèlement d'épaves,CC : démantèlement d'épaves en vue de la récupération de matières non métalliques  ,,,1,1,2,1
733,37.2Zp,Récupération de matières non métalliques recyclables,38.32Zp,Récupération de déchets triés,"CC : traitement de matières non métallique recyclables 
NC : démantèlement d'épaves en vue de la récupération de matières non métalliques  ",,,1,1,2,2
710,40.1Ap,Production d'électricité,35.11Z,Production d'électricité,"CC : tout sauf NC
NC : production de combustible nucléaire irradié (CPA 02 :.40.11.20)",,,0,1,1,1
724,40.1Ap,Production d'électricité,38.12Zp,Collecte des déchets dangereux,CA :  production de combustible nucléaire irradié (CPA 02 :.40.11.20),,,1,1,2,2
711,40.1C,Transport d'électricité,35.12Z,Transport d'électricité,,,,0,0,1,1
712,40.1Ep,Distribution et commerce d'électricité,35.13Z,Distribution d'électricité,,,,0,1,1,1
713,40.1Ep,Distribution et commerce d'électricité,35.14Z,Commerce d'électricité,,,,0,1,1,2
714,40.2A,Production de gaz manufacturé,35.21Z,Production de combustibles gazeux,,,,0,0,1,1
715,40.2Cp,Distribution de combustibles gazeux,35.22Z,Distribution de combustibles gazeux par conduites,,,,0,1,1,1
716,40.2Cp,Distribution de combustibles gazeux,35.23Z,Commerce de combustibles gazeux par conduites,,,,0,1,1,2
717,40.3Z,Production et distribution de chaleur,35.30Z,Production et distribution de vapeur et d'air conditionné ,,,,0,0,1,1
718,41.0Zp,"Captage, traitement et distribution d'eau",36.00Z,"Captage, traitement et distribution d'eau","CC : tout sauf NC
NC : - suppression de la convention affectant en 41.0Z les unités assurant conjointement la production d'eau (41.0Z) et l'épuration des eaux usées (90.0A) ",,,0,1,1,1
719,41.0Zp,"Captage, traitement et distribution d'eau",37.00Zp,Collecte et traitement des eaux usées,CA : suppression de la convention affectant en 41.0Z les unités assurant conjointement la production d'eau (41.0Z) et l'épuration des eaux usées (90.0A) ,,,1,1,1,2
759,45.1Ap,"Terrassements divers, démolition",43.11Z,Travaux de démolition,"CC : - travaux de démolition
NC : - travaux préparatoires (CPA 02 : 45.11.12)
- travaux de terrassement courants (CPA 02 : 45.11.21)",,,0,1,1,1
760,45.1Ap,"Terrassements divers, démolition",43.12A,Travaux de terrassement courants et travaux préparatoires,"CC : - travaux préparatoires (CPA 02 : 45.11.12)
- travaux de terrassement courants (CPA 02 : 45.11.21)",,,0,1,1,2
761,45.1B,Terrassements en grande masse,43.12B,Travaux de terrassement spécialisés ou de grande masse,,,,0,0,1,1
762,45.1D,Forages et sondages,43.13Z,Forages et sondages,,,,0,0,1,1
740,45.2Ap,Construction de maisons individuelles,41.20A,Construction de maisons individuelles,"CC : tout sauf NC
NC : travaux de gros œuvre sans responsabilité globale de la construction",,,0,1,1,1
789,45.2Ap,Construction de maisons individuelles,43.99Cp,Travaux de maçonnerie générale et gros œuvre de bâtiment,CA : travaux de gros œuvre sans responsabilité globale de la construction,,,1,1,1,2
741,45.2Bp,Construction de bâtiments divers,41.20Bp,Construction d'autres bâtiments,"CC : construction de bâtiments divers
NC : - construction de piscines couvertes (CPA 02 : 45.21.62p), d'installations sportives couvertes (CPA 02 : 45.21.63)
 - travaux de gros œuvre sans responsabilité globale de la construction",,,1,1,1,1
790,45.2Bp,Construction de bâtiments divers,43.99Cp,Travaux de maçonnerie générale et gros œuvre de bâtiment,CA : travaux de gros œuvre sans responsabilité globale de la construction,,,1,1,2,2
742,45.2Cp,Construction d'ouvrages d'art,41.20Bp,Construction d'autres bâtiments,"CA : construction de piscines couvertes (CPA 02 : 45.21.62p), d'installations sportives couvertes (CPA 02 : 45.21.63)",,,1,1,2,1
747,45.2Cp,Construction d'ouvrages d'art,42.13A,Construction d'ouvrages d'art,"CC : construction d'ouvrages d'art
NC : - construction d'ouvrages industriels (CPA 02 : 45.21.5)
- construction de stades et d'installations sportives de plein air (CPA 02 : 45.21.61)
- construction de piscines (CPA 02 : 45.21.62)
- construction  d'installations sportives couvertes (CPA 02 : 45.21.63)
-  construction de réservoirs, de stations d'épuration, de pompage  (CPA 02 : 45.21.64p)",,,0,1,1,2
749,45.2Cp,Construction d'ouvrages d'art,42.21Zp,Construction de réseaux pour fluides,"CA : construction de réservoirs, de stations d'épuration, de pompage  (CPA 02 : 45.21.64p)",,,1,1,1,3
753,45.2Cp,Construction d'ouvrages d'art,42.22Zp,Construction de réseaux électriques et de télécommunications,CA :  travaux de génie civil pour centrales électriques (CPA 02 : 45.21.51),,,1,1,1,4
